Island,Colony,Site Number,Nest Number,Egg Lay Date,Egg Loss Date,Chick Hatch Date,Chick Loss Date,Chick Creche Date,Year
HUM,2.0,2,5,46,0,80,0,107,2012
HUM,2.0,4,1,46,75,0,0,0,2012
HUM,2.0,4,2,41,0,75,0,102,2012
HUM,2.0,4,3,42,0,76,0,112,2012
HUM,2.0,4,4,46,0,80,0,107,2012
HUM,2.0,4,5,48,-1,0,0,0,2012
HUM,2.0,6,1,46,75,0,0,0,2012
HUM,2.0,6,2,42,0,75,0,112,2012
HUM,2.0,6,3,42,0,75,0,107,2012
HUM,2.0,6,4,41,0,72,0,112,2012
HUM,2.0,6,5,41,0,75,0,107,2012
HUM,2.0,1,1,49,69,0,0,0,2013
HUM,2.0,1,2,49,0,81,0,113,2013
HUM,2.0,1,3,45,0,77,0,116,2013
HUM,2.0,1,4,45,0,79,0,113,2013
HUM,2.0,1,5,48,78,0,0,0,2013
HUM,2.0,2,1,49,69,0,0,0,2013
HUM,2.0,2,2,47,0,80,0,115,2013
HUM,2.0,2,3,48,87,0,0,0,2013
HUM,2.0,2,4,45,0,78,0,115,2013
HUM,2.0,2,5,46,0,78,0,113,2013
HUM,2.0,4,1,51,69,0,0,0,2013
HUM,2.0,4,2,52,0,88,0,117,2013
HUM,2.0,4,3,54,0,87,0,109,2013
HUM,2.0,4,4,48,0,83,94,0,2013
HUM,2.0,4,5,59,0,95,0,117,2013
HUM,2.0,6,2,46,0,79,0,117,2013
HUM,2.0,6,3,48,0,81,0,117,2013
HUM,2.0,6,4,48,0,82,0,117,2013
HUM,2.0,6,5,42,0,77,0,117,2013
HUM,2.0,1,1,53,73,0,0,0,2014
HUM,2.0,1,4,55,0,88,0,108,2014
HUM,2.0,1,5,55,0,85,0,108,2014
HUM,2.0,2,2,53,0,87,0,108,2014
HUM,2.0,2,3,53,0,85,0,108,2014
HUM,2.0,2,4,53,0,86,0,108,2014
HUM,2.0,2,5,53,0,86,91,0,2014
HUM,2.0,3,1,53,73,0,0,0,2014
HUM,2.0,3,3,53,0,85,0,108,2014
HUM,2.0,3,4,53,0,85,0,108,2014
HUM,2.0,3,5,53,0,85,0,108,2014
HUM,2.0,4,1,53,73,0,0,0,2014
HUM,2.0,4,2,53,0,85,0,108,2014
HUM,2.0,4,3,53,85,0,0,0,2014
HUM,2.0,4,4,53,0,85,0,108,2014
HUM,2.0,1,1,48,0,83,93,0,2015
HUM,2.0,1,2,47,0,83,0,105,2015
HUM,2.0,1,3,52,56,0,0,0,2015
HUM,2.0,1,4,47,0,83,0,115,2015
HUM,2.0,1,5,50,0,83,0,115,2015
HUM,2.0,2,1,48,59,0,0,0,2015
HUM,2.0,2,2,50,67,0,0,0,2015
HUM,2.0,2,3,51,63,0,0,0,2015
HUM,2.0,2,4,47,0,83,0,115,2015
HUM,2.0,2,5,47,83,0,0,0,2015
HUM,2.0,3,1,51,0,85,90,0,2015
HUM,2.0,3,2,55,0,87,0,115,2015
HUM,2.0,3,3,49,0,85,86,0,2015
HUM,2.0,3,4,49,-1,0,0,0,2015
HUM,2.0,3,5,53,0,86,0,115,2015
HUM,2.0,4,1,50,53,0,0,0,2015
HUM,2.0,4,2,51,0,84,0,115,2015
HUM,2.0,4,3,52,0,86,0,115,2015
HUM,2.0,4,4,53,0,83,0,115,2015
HUM,2.0,4,5,48,0,86,95,0,2015
HUM,2.0,1,2,50,0,81,97,0,2016
HUM,2.0,1,3,48,57,0,0,0,2016
HUM,2.0,1,4,47,0,81,0,111,2016
HUM,2.0,1,5,46,0,81,0,111,2016
HUM,2.0,2,1,52,58,0,0,0,2016
HUM,2.0,2,2,46,0,81,0,111,2016
HUM,2.0,2,3,46,81,0,0,0,2016
HUM,2.0,2,4,46,81,0,0,0,2016
HUM,2.0,2,5,46,0,81,0,111,2016
HUM,2.0,3,1,52,0,84,0,116,2016
HUM,2.0,3,2,52,0,86,99,0,2016
HUM,2.0,3,3,56,0,88,0,116,2016
HUM,2.0,3,4,49,0,84,0,116,2016
HUM,2.0,3,5,52,0,85,0,116,2016
HUM,2.0,4,1,52,0,86,0,109,2016
HUM,2.0,4,2,46,0,81,0,108,2016
HUM,2.0,4,3,53,0,86,0,116,2016
HUM,2.0,4,4,49,0,81,0,108,2016
HUM,2.0,4,5,56,0,88,0,108,2016
HUM,2.0,1,1,45,70,0,0,0,2017
HUM,2.0,1,2,55,0,81,98,0,2017
HUM,2.0,1,3,45,0,76,0,111,2017
HUM,2.0,1,4,45,0,76,0,114,2017
HUM,2.0,1,5,45,0,76,98,0,2017
HUM,2.0,2,1,55,70,0,0,0,2017
HUM,2.0,2,2,46,0,79,98,0,2017
HUM,2.0,2,3,55,70,0,0,0,2017
HUM,2.0,2,4,55,-1,0,0,0,2017
HUM,2.0,2,5,45,0,78,0,114,2017
HUM,2.0,3,1,55,0,81,88,0,2017
HUM,2.0,3,2,45,0,76,0,116,2017
HUM,2.0,3,3,45,0,76,0,116,2017
HUM,2.0,3,4,45,0,80,0,115,2017
HUM,2.0,3,5,46,0,81,0,115,2017
HUM,2.0,4,1,55,0,80,0,116,2017
HUM,2.0,4,2,45,0,76,0,116,2017
HUM,2.0,4,3,55,0,81,0,116,2017
HUM,2.0,4,4,45,0,76,0,114,2017
HUM,2.0,4,5,55,0,81,0,114,2017
HUM,2.0,1,2,46,0,79,0,110,2018
HUM,2.0,1,3,47,0,81,0,110,2018
HUM,2.0,1,4,46,0,76,0,108,2018
HUM,2.0,1,5,48,0,80,0,108,2018
HUM,2.0,2,2,51,0,86,0,110,2018
HUM,2.0,2,3,46,0,81,0,110,2018
HUM,2.0,2,4,49,0,83,0,108,2018
HUM,2.0,2,5,46,0,79,0,108,2018
HUM,2.0,3,1,43,69,0,0,0,2018
HUM,2.0,3,2,45,0,78,0,110,2018
HUM,2.0,3,3,46,0,80,0,110,2018
HUM,2.0,3,4,49,0,83,0,108,2018
HUM,2.0,3,5,46,0,83,0,108,2018
HUM,2.0,4,1,50,0,83,102,0,2018
HUM,2.0,4,2,43,0,74,96,0,2018
HUM,2.0,4,3,46,0,80,0,112,2018
HUM,2.0,4,4,45,-1,0,0,0,2018
HUM,2.0,4,5,45,0,79,0,112,2018
